vehicle_id,engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
VH-06274,94.0,62.9,10.1,,79.0,33.7,Normal
VH-04276,101.1,35.3,5.8,13.01,182.0,32.7,Normal
VH-07832,97.3,29.5,7.6,12.88,117.0,31.1,Normal
VH-03155,88.8,41.1,7.7,11.59,186.0,31.5,Warning
VH-02535,103.4,51.4,9.5,12.95,34.0,33.6,Normal
VH-03003,82.6,45.4,6.2,12.47,184.0,29.1,Normal
VH-04881,97.2,,6.0,13.17,182.0,,Normal
VH-03647,91.9,30.3,10.8,11.7,189.0,31.7,Warning
VH-07185,99.8,34.9,5.0,13.26,37.0,28.6,Normal
VH-06881,93.2,37.0,7.2,12.82,94.0,31.5,Normal
VH-01429,101.0,,6.1,11.79,156.0,37.0,Warning
VH-06758,108.9,49.3,11.5,12.14,60.0,38.4,Warning
VH-00830,98.2,26.6,4.6,12.12,78.0,34.4,Normal
VH-04007,98.8,47.7,4.5,12.87,23.0,33.4,Normal
VH-04578,91.2,44.4,6.2,12.93,182.0,32.0,Normal
VH-02720,96.4,46.3,6.9,11.77,43.0,30.4,Warning
VH-04223,85.5,35.1,7.0,13.2,157.0,42.3,Normal
VH-06462,92.8,27.0,5.8,12.61,161.0,41.9,Warning
VH-02270,98.3,36.0,8.7,12.98,106.0,30.8,Normal
VH-06020,94.2,42.9,10.7,12.76,110.0,31.5,Normal
VH-02853,96.9,37.9,2.2,12.62,158.0,33.6,Critical
VH-02892,94.2,41.1,10.5,12.56,36.0,34.8,Normal
VH-03681,99.5,39.6,3.5,12.7,179.0,33.7,Warning
VH-05216,88.7,48.5,6.8,13.02,148.0,30.9,Normal
VH-03082,96.8,36.6,10.6,,188.0,31.7,Normal
VH-05530,89.2,42.6,11.2,13.18,158.0,33.8,Normal
VH-06442,104.9,23.4,4.8,12.65,67.0,,Warning
VH-04670,74.5,33.5,7.7,11.93,70.0,23.3,Warning
VH-01930,81.2,27.7,6.4,12.68,51.0,30.1,Normal
VH-04327,98.8,55.4,4.6,11.81,104.0,30.0,Warning
VH-05045,106.0,33.7,4.6,12.4,19.0,29.9,Normal
VH-00412,89.6,33.8,11.1,12.58,25.0,29.8,Normal
VH-00046,102.0,16.8,5.8,12.24,169.0,34.7,Critical
VH-03480,91.0,47.3,4.4,12.59,72.0,31.4,Normal
VH-05336,101.4,30.5,6.1,11.72,79.0,36.1,Warning
VH-04958,99.9,38.8,7.9,12.58,73.0,34.2,Normal
VH-01583,89.4,28.0,8.0,12.71,77.0,29.5,Normal
VH-06368,87.5,39.5,11.1,11.83,92.0,32.7,WARNING
VH-06083,86.2,47.7,8.4,12.6,102.0,31.1,Normal
VH-00762,100.9,48.7,7.1,12.05,165.0,32.2,Normal
VH-05788,89.2,43.1,7.7,11.3,130.0,37.8,Warning
VH-07061,89.5,40.8,4.2,13.14,191.0,34.0,Normal
VH-03678,89.5,33.2,11.9,12.67,151.0,,Normal
VH-00275,98.1,37.5,6.9,13.28,57.0,33.6,Normal
VH-03547,103.4,45.9,12.0,,54.0,30.7, normal 
VH-00460,97.5,35.7,8.3,13.7,108.0,30.6,Normal
VH-07104,93.5,33.5,5.2,12.02,49.0,35.4,Normal
VH-02201,93.6,48.3,2.6,12.51,187.0,30.5,Warning
VH-06252,103.1,33.6,11.9,13.47,100.0,35.9,Normal
VH-01224,87.8,38.1,4.4,12.21,117.0,31.7,Warning
VH-04736,88.8,55.6,2.4,12.92,170.0,29.7,Critical
VH-03527,84.4,43.0,2.7,13.09,176.0,34.9,WARNING
VH-04371,90.3,32.6,3.2,12.2,13.0,37.6,Warning
VH-07707,85.7,38.3,5.1,12.69,130.0,30.7,Normal
VH-03467,79.8,23.6,2.6,13.08,16.0,31.6,Warning
VH-07525,106.9,48.1,4.6,12.73,53.0,38.8,Normal
VH-02571,100.1,,6.8,12.82,84.0,29.8,Normal
VH-04185,98.1,44.9,2.9,12.62,137.0,35.2,Warning
VH-07969,107.7,42.7,9.9,,170.0,31.8,Warning
VH-04154,89.5,25.1,6.8,12.4,143.0,37.6,Normal
VH-02168,89.1,40.3,9.3,13.07,169.0,36.1,Normal
VH-05449,96.3,40.1,7.5,12.04,157.0,35.4,Normal
VH-01966,96.9,44.2,3.2,12.03,32.0,28.1,Warning
VH-06612,94.5,31.3,11.5,13.01,164.0,31.5,Normal
VH-03752,93.6,41.5,9.4,12.43,124.0,35.4,Normal
VH-03631,104.5,37.1,10.5,11.98,109.0,30.7,Warning
VH-02850,93.8,48.3,9.8,12.98,94.0,38.4,Normal
VH-03414,86.2,30.8,8.8,12.63,143.0,29.9,Normal
VH-05988,96.4,31.7,4.6,12.61,163.0,30.8,Normal
VH-02518,99.4,30.5,5.4,,88.0,33.9,Warning
VH-05987,91.1,31.7,6.0,13.07,74.0,32.4,Normal
VH-01811,79.2,28.0,2.1,13.04,172.0,33.2,Critical
VH-06983,-1.2100743348355536,49.0,10.7,12.52,181.0,34.6,Normal
VH-05073,92.8,50.2,9.7,12.1,123.0,37.2,Normal
VH-00965,84.1,48.0,8.2,12.69,92.0,32.0,Normal
VH-03337,98.9,49.6,8.2,13.34,149.0,39.1,Normal
VH-04339,93.0,50.4,10.3,12.51,130.0,29.8,Normal
VH-04534,94.9,48.6,7.5,13.35,123.0,28.2,Normal
VH-00187,85.2,31.4,9.8,12.51,157.0,32.6,Normal
VH-02811,92.1,35.5,5.9,12.8,112.0,33.6,Normal
VH-07218,94.3,35.7,4.2,,99.0,30.2,Normal
VH-05166,79.9,37.9,8.2,12.21,27.0,37.2,Normal
VH-03328,89.6,40.7,10.0,12.06,92.0,29.0,Normal
VH-07985,96.2,37.4,3.3,12.97,134.0,29.4,Warning
VH-05132,95.1,45.6,8.5,13.09,170.0,28.2,Normal
VH-05989,91.0,36.4,6.7,12.07,132.0,34.3,Normal
VH-04474,89.6,42.4,2.1,12.86,47.0,35.4,Critical
VH-06153,93.4,24.6,4.8,12.58,154.0,32.1,Warning
VH-04905,104.9,41.1,9.2,12.36,140.0,30.3,Normal
VH-07799,88.0,33.6,5.4,12.43,178.0,29.6,Normal
VH-03522,92.5,46.3,10.2,12.15,105.0,30.3, normal 
VH-05089,111.2,44.8,4.6,13.36,143.0,33.3,Warning
VH-07457,90.4,35.3,2.0,13.78,68.0,33.5,Critical
VH-02777,91.3,29.3,9.8,12.18,120.0,29.3,Normal
VH-01074,87.7,35.4,5.6,13.03,23.0,31.3,Normal
VH-06029,77.4,41.5,4.0,12.24,134.0,33.5,Warning
VH-02455,95.7,35.9,11.5,13.11,86.0,31.4, normal 
VH-00892,91.7,30.1,3.7,12.67,193.0,32.0,Warning
VH-06392,98.1,30.5,8.4,12.43,55.0,33.8,Normal
VH-04541,97.2,46.9,6.7,11.67,17.0,33.9,Warning
VH-07101,84.4,55.7,3.0,12.78,135.0,32.0,Warning
VH-06114,98.5,40.4,10.1,12.9,117.0,31.9,Normal
VH-04214,94.0,,4.6,12.36,134.0,36.9,Normal
VH-00743,80.1,29.6,8.6,12.15,92.0,33.4,Normal
VH-07386,100.6,44.3,5.8,12.5,53.0,39.1,Normal
VH-05502,86.3,41.6,9.8,13.3,79.0,39.2,Normal
VH-03029,97.2,51.8,11.1,13.09,25.0,35.8,Normal
VH-06156,81.7,38.3,7.9,12.51,25.0,30.1,Normal
VH-04813,94.7,40.6,4.1,13.01,150.0,33.4,Normal
VH-01955,86.8,53.9,3.2,12.79,174.0,36.3,WARNING
VH-05100,88.0,41.4,11.1,12.26,104.0,31.4,Normal
VH-03955,79.0,28.1,4.5,12.48,92.0,34.8,Normal
VH-03877,97.6,28.6,9.5,12.44,87.0,33.3,Normal
VH-00996,101.1,,11.8,12.67,180.0,32.1,Normal
VH-02622,107.3,48.7,6.9,12.18,99.0,34.5,Normal
VH-07091,81.5,39.6,6.6,12.67,153.0,30.5,Normal
VH-04240,95.2,35.2,11.1,11.46,136.0,32.8,Warning
VH-06968,114.2,36.4,11.6,12.42,161.0,31.7,Warning
VH-01506,78.1,37.7,6.3,13.02,162.0,35.3,Normal
VH-05302,102.9,56.8,9.3,12.23,113.0,34.0,Normal
VH-06126,101.3,34.6,5.8,12.81,68.0,31.0,Normal
VH-03044,96.6,35.7,8.1,13.58,32.0,29.2,Normal
VH-02350,100.2,33.7,11.5,12.62,85.0,35.7,Normal
VH-03468,106.4,31.2,7.1,12.64,116.0,29.3,Normal
VH-00905,111.5,41.5,4.8,13.32,39.0,32.9,Warning
VH-00451,97.8,35.9,10.1,12.33,13.0,32.9,Normal
VH-03908,86.7,38.1,9.1,12.6,162.0,32.6,Normal
VH-00993,105.5,51.4,9.4,12.9,33.0,36.4,Normal
VH-03706,93.6,33.4,5.5,12.43,32.0,35.7,Normal
VH-03383,89.6,43.6,5.0,12.95,183.0,33.2,Normal
VH-00183,103.9,44.4,2.5,13.43,98.0,29.7,Warning
VH-05163,96.4,41.6,3.5,12.57,15.0,33.6,Warning
VH-02373,107.7,35.1,4.1,12.64,84.0,34.1,Normal
VH-07349,100.0,60.8,6.8,12.86,38.0,34.2,Normal
VH-02267,93.3,43.5,7.8,12.76,60.0,,Normal
VH-03094,109.6,35.7,8.7,12.02,55.0,31.8,Warning
VH-04516,101.5,38.2,8.9,12.1,193.0,30.3,Normal
VH-04017,102.7,,2.1,,108.0,34.0,Critical
VH-00582,92.6,32.1,3.5,12.6,176.0,28.9,Warning
VH-04744,93.5,37.3,11.2,12.95,131.0,34.3,Normal
VH-01680,83.0,38.7,5.9,12.06,150.0,28.6,Warning
VH-01263,91.4,28.7,7.9,12.03,196.0,32.3,Normal
VH-00053,92.4,44.4,6.5,12.08,146.0,39.0,Normal
VH-05854,88.3,43.2,5.3,12.78,77.0,29.2,Normal
VH-05652,101.2,35.8,2.8,12.72,170.0,32.2,Warning
VH-02732,108.8,38.9,10.4,13.01,26.0,32.9,Warning
VH-06503,101.1,26.9,5.1,12.51,91.0,39.9,Normal
VH-01302,99.9,43.1,11.2,12.49,86.0,36.4,Normal
VH-04542,80.2,39.8,8.5,12.41,135.0,32.5,Normal
VH-06474,81.1,49.7,8.3,12.64,196.0,30.8,Normal
VH-07999,97.0,24.5,2.4,12.54,145.0,,Critical
VH-07415,84.4,44.3,2.8,13.27,53.0,33.5,Warning
VH-00521,87.9,32.7,9.5,13.12,9.0,35.2, normal 
VH-05204,81.8,39.0,6.1,12.7,172.0,32.4,Normal
VH-05976,91.8,42.3,10.9,12.67,197.0,33.5,Normal
VH-02609,84.4,39.1,11.4,13.42,132.0,35.0,Normal
VH-05493,90.6,41.5,10.9,12.77,27.0,36.5,Normal
VH-05780,92.8,42.0,2.3,12.56,120.0,36.3,Critical
VH-03390,86.4,41.1,4.6,12.52,164.0,33.9, normal 
VH-03623,103.4,49.9,6.6,11.92,180.0,31.4,WARNING
VH-04675,105.6,35.4,3.9,12.39,179.0,29.4,Warning
VH-02099,107.3,35.5,2.1,11.41,179.0,31.5,Critical
VH-03300,99.4,46.4,7.0,13.3,184.0,,Normal
VH-07851,105.0,30.2,6.5,13.15,7.0,33.7,Normal
VH-07581,102.5,51.4,10.5,12.76,49.0,34.4,Warning
VH-02684,83.1,35.7,9.3,12.9,9.0,30.2,Normal
VH-00896,89.6,47.1,7.3,13.31,44.0,29.6,Normal
VH-01106,84.2,44.1,4.4,12.43,36.0,36.0,Normal
VH-05080,87.1,58.2,4.4,12.81,27.0,35.7,Normal
VH-03976,97.5,38.8,6.0,12.76,65.0,31.4,Normal
VH-07111,102.9,50.0,11.4,13.46,200.0,35.0,Normal
VH-00780,94.6,39.5,4.6,11.71,168.0,32.9,Warning
VH-06902,89.1,48.9,9.6,12.58,54.0,33.0,Normal
VH-03396,87.8,43.7,6.8,12.12,26.0,32.2,Normal
VH-00948,98.1,36.7,5.8,11.75,147.0,33.5,Warning
VH-04328,99.5,42.0,6.6,12.39,41.0,36.9,Normal
VH-05654,90.6,32.1,4.5,13.09,99.0,33.2,Normal
VH-02126,112.7,35.3,5.1,12.78,143.0,29.7,Warning
VH-07919,113.2,39.1,6.1,11.9,23.0,32.7,WARNING
VH-00446,103.5,51.2,10.7,12.78,101.0,35.9,Normal
VH-04566,70.4,28.5,10.8,,99.0,,Warning
VH-01498,100.7,48.6,6.0,12.41,125.0,30.3,Normal
VH-01329,100.9,41.3,9.0,13.19,28.0,34.9,Normal
VH-05039,86.0,58.1,3.1,12.24,187.0,30.3,Warning
VH-01675,82.1,35.6,11.3,12.65,188.0,34.7,Normal
VH-03457,87.5,51.3,8.4,13.06,179.0,,Normal
VH-04567,96.4,40.6,7.2,12.9,126.0,29.6,Normal
VH-07274,86.9,45.2,9.0,12.87,44.0,34.8,Normal
VH-07065,98.5,49.2,3.6,12.2,151.0,30.5,Warning
VH-05086,87.2,33.6,2.9,12.03,83.0,32.9,Warning
VH-02070,92.3,46.0,6.7,13.02,6.0,40.2,Warning
VH-03626,95.4,37.6,8.1,12.45,152.0,34.8,Normal
VH-02498,90.6,56.9,8.1,12.23,149.0,37.3,Normal
VH-05274,89.7,49.4,9.2,12.56,173.0,37.3,Normal
VH-07622,93.7,45.2,11.9,13.48,20.0,32.2,Normal
VH-06795,110.4,35.0,7.8,12.64,103.0,33.2,Warning
VH-03685,97.1,35.3,2.4,12.22,78.0,33.9,Critical
VH-06639,100.6,51.4,3.3,12.73,93.0,32.0,Warning
VH-03653,100.8,35.0,10.4,12.5,123.0,32.0,Normal
VH-01195,110.7,37.6,7.7,13.04,82.0,27.8,Warning
VH-07544,83.9,39.1,5.1,13.46,32.0,33.3,Normal
VH-02724,90.3,33.5,5.0,11.5,17.0,31.1,Warning
VH-02658,93.6,44.0,3.6,12.65,11.0,25.5,Warning
VH-03119,85.0,41.9,6.2,12.87,117.0,34.4,Normal
VH-06090,96.8,51.6,10.3,13.59,17.0,32.7,Normal
VH-05058,95.6,38.2,3.0,13.24,137.0,30.4,Warning
VH-00869,94.6,35.9,3.2,12.67,61.0,29.2,Warning
VH-01031,96.6,59.3,10.9,13.22,123.0,31.6,Normal
VH-06501,106.6,29.9,6.5,12.83,146.0,30.4,Normal
VH-07513,96.3,49.5,9.6,13.02,125.0,28.7,Normal
VH-07181,97.7,49.5,2.5,12.96,178.0,33.5,Critical
VH-00507,98.5,28.2,3.3,12.4,188.0,32.9,Warning
VH-01707,97.1,38.3,5.8,13.58,35.0,34.9,Normal
VH-01511,99.4,31.5,9.7,13.8,182.0,31.8,Normal
VH-04100,99.5,39.9,11.4,11.92,120.0,37.3,Warning
VH-04281,74.7,42.7,7.3,12.6,148.0,34.1,Warning
VH-02755,85.4,35.4,5.6,12.32,12.0,36.1,Normal
VH-07359,100.4,30.7,11.1,11.46,108.0,30.3,Warning
VH-07053,110.7,41.6,5.0,11.83,194.0,31.6,Warning
VH-06789,90.0,52.7,5.3,12.79,56.0,32.3,Normal
VH-03356,90.0,45.7,9.5,13.07,126.0,,Normal
VH-06364,90.8,36.4,10.8,13.49,165.0,33.7,Normal
VH-06699,102.6,46.3,2.6,11.99,193.0,33.8,Warning
VH-01524,91.6,38.2,5.9,12.84,132.0,37.9,Normal
VH-05940,80.3,43.1,7.4,13.3,133.0,32.8,Normal
VH-05539,85.3,48.1,9.6,11.92,189.0,35.8,Warning
VH-02185,95.1,36.1,11.1,12.88,176.0,33.3,Normal
VH-06854,91.6,39.9,10.7,11.47,129.0,22.5,WARNING
VH-03008,92.8,33.3,11.3,13.83,187.0,37.0,Normal
VH-05763,110.4,52.0,2.0,13.29,142.0,34.4,Critical
VH-07526,91.3,51.8,7.0,12.26,130.0,35.0,Normal
VH-01647,104.4,47.6,2.9,12.36,45.0,34.4,Warning
VH-00024,91.6,32.6,8.8,12.31,191.0,34.3,Normal
VH-02567,98.5,53.9,3.5,12.11,20.0,27.6,Warning
VH-04282,101.4,40.5,8.7,13.46,39.0,35.3,Normal
VH-02687,93.1,36.3,7.8,12.59,85.0,33.9,Normal
VH-01279,93.3,38.6,5.9,11.88,132.0,32.0,Warning
VH-00551,99.5,42.0,11.4,13.01,47.0,36.9,Normal
VH-07153,96.1,44.8,3.4,12.73,83.0,35.3,Warning
VH-02584,98.7,50.5,10.7,13.01,122.0,28.6,Normal
VH-00145,91.7,39.0,6.0,12.13,156.0,34.8,Normal
VH-00912,99.4,29.8,11.1,12.65,46.0,33.0,Normal
VH-03359,96.3,24.2,4.1,12.61,186.0,38.2,Warning
VH-00741,104.5,40.1,4.7,12.43,109.0,33.6,Normal
VH-00578,93.0,53.1,11.7,12.78,70.0,30.6,Normal
VH-03628,104.8,30.7,10.5,,148.0,28.8,Normal
VH-02004,83.8,46.6,6.6,11.64,8.0,28.4,WARNING
VH-04738,101.5,53.9,6.3,13.09,186.0,34.6,Normal
VH-02317,98.2,40.6,6.9,12.05,163.0,33.8,Normal
VH-00511,92.6,37.0,4.7,12.66,31.0,34.0,Normal
VH-03224,97.0,57.3,6.1,12.39,194.0,33.4, normal 
VH-07815,73.0,32.8,4.2,13.2,37.0,30.7,Warning
VH-02086,94.2,51.0,3.1,12.7,161.0,34.7,Warning
VH-03363,87.6,40.8,3.2,12.35,93.0,31.0,Warning
VH-01338,116.7,36.7,2.8,12.49,80.0,34.4,Warning
VH-00149,96.3,45.1,5.4,13.16,152.0,36.5,Normal
VH-01831,95.5,46.8,6.6,11.67,18.0,34.9,Warning
VH-01375,97.9,43.2,4.7,12.87,104.0,34.9,Normal
VH-03846,94.2,31.1,7.3,12.09,107.0,35.7,Normal
VH-00488,88.2,34.6,2.4,12.63,49.0,35.7,Critical
VH-02008,104.5,26.5,6.2,,7.0,36.0,Normal
VH-00079,92.5,59.8,4.1,13.29,163.0,,Warning
VH-05076,98.3,31.6,3.0,13.64,86.0,28.7,Warning
VH-04483,96.8,42.5,11.0,12.22,85.0,,Normal
VH-01841,95.1,38.0,8.4,12.65,121.0,33.4,Normal
VH-00994,94.1,40.1,8.9,12.47,150.0,35.6,Normal
VH-04952,94.4,33.9,6.9,12.53,124.0,33.6,Normal
VH-05450,93.4,57.3,8.8,12.63,198.0,33.6,Critical
VH-05423,94.7,47.0,4.0,12.35,43.0,36.8,Normal
VH-06498,98.6,27.4,3.0,13.07,119.0,30.9,Warning
VH-06516,85.8,46.2,5.8,12.37,23.0,27.9,Warning
VH-05293,114.4,48.6,9.7,13.31,151.0,33.4,Warning
VH-07578,105.8,53.2,5.5,12.42,171.0,34.8,Normal
VH-05218,102.1,39.2,4.0,,149.0,32.1,Warning
VH-00991,106.8,18.3,3.5,13.37,190.0,29.1,Warning
VH-07156,96.7,42.0,5.3,12.82,88.0,32.2,Normal
VH-07004,88.9,43.3,8.2,12.06,167.0,30.7,Normal
VH-05690,109.5,39.5,5.1,12.42,65.0,32.3,Warning
VH-00899,82.7,33.1,11.9,12.13,28.0,34.7,Normal
VH-07237,95.3,40.0,6.1,13.15,72.0,32.3,Normal
VH-00281,81.0,38.3,7.2,12.39,120.0,29.0,Normal
VH-07353,95.5,35.6,5.3,12.5,109.0,31.2,Normal
VH-06210,90.0,41.5,8.3,13.13,57.0,27.8,Warning
VH-03338,86.4,38.3,4.2,13.46,23.0,35.5,Normal
VH-00895,103.4,50.2,5.6,12.95,159.0,39.1,Normal
VH-05287,88.9,47.7,4.8,12.78,49.0,,Warning
VH-04764,104.6,35.8,11.2,13.34,146.0,38.5,Normal
VH-05567,85.3,40.3,4.4,12.41,180.0,35.3,Normal
VH-04668,109.8,38.7,6.5,11.97,194.0,33.1,Warning
VH-05766,91.1,,8.7,12.81,112.0,36.9,Normal
VH-07706,109.0,40.3,11.1,12.61,155.0,38.2,Warning
VH-02703,104.5,48.0,6.7,13.16,137.0,29.7,Normal
VH-05014,97.8,30.0,11.7,12.08,188.0,34.5,Normal
VH-07219,88.0,54.2,10.8,12.98,123.0,35.7,Normal
VH-03997,93.0,46.7,7.4,13.09,127.0,32.5,Normal
VH-04003,112.9,28.9,2.1,12.57,7.0,37.2,Warning
VH-07827,93.5,40.5,2.5,13.23,150.0,26.3,Warning
VH-01419,95.2,43.7,6.8,11.89,122.0,34.0,Warning
VH-01324,96.8,57.4,7.6,13.52,24.0,32.7,Critical
VH-06302,93.1,46.3,7.0,12.45,13.0,31.5,Normal
VH-01032,91.0,51.4,11.3,13.46,56.0,33.0,Normal
VH-02519,81.3,48.4,11.9,12.78,63.0,31.0,Normal
VH-05884,101.3,41.7,10.3,12.8,75.0,32.8,Normal
VH-06950,108.7,45.5,9.2,12.86,98.0,32.7,Warning
VH-02174,97.7,48.7,4.7,12.43,69.0,32.5,Normal
VH-03549,99.5,45.9,3.2,12.33,94.0,32.8,Warning
VH-05183,119.0,50.6,6.8,13.57,119.0,30.4,critical
VH-06536,85.6,46.8,7.3,13.82,167.0,31.4,Normal
VH-03438,92.7,46.3,11.4,11.92,19.0,33.4,Critical
VH-02825,94.1,35.3,11.8,13.19,13.0,35.5,Normal
VH-06596,93.1,53.0,5.4,12.13,68.0,30.8, normal 
VH-07102,99.6,46.1,2.6,,57.0,38.0,Warning
VH-00013,104.0,30.2,5.0,12.28,175.0,33.0,Normal
VH-04232,87.3,48.7,2.3,12.06,165.0,28.3,Critical
VH-03790,91.2,35.3,11.0,11.64,123.0,32.6,Warning
VH-04291,82.4,46.3,2.7,12.36,27.0,32.3,Warning
VH-01963,93.1,48.6,2.2,13.4,61.0,34.2,Critical
VH-02801,102.8,35.6,11.4,11.7,109.0,27.8,Warning
VH-05019,102.1,40.5,9.7,12.94,37.0,36.1,Normal
VH-00805,103.8,53.3,5.9,12.3,129.0,35.8,Normal
VH-01708,103.2,34.4,8.5,12.68,18.0,34.9,Normal
VH-04006,92.5,28.4,7.4,12.35,29.0,34.0,Normal
VH-01748,91.1,40.0,7.0,11.91,190.0,34.4,Warning
VH-04550,103.0,34.1,9.7,,89.0,36.3,Normal
VH-04954,104.0,33.6,11.3,12.17,133.0,31.9,Normal
VH-00788,86.3,29.1,5.1,12.76,183.0,33.3,Normal
VH-01434,96.9,45.6,6.4,12.26,171.0,29.6,Normal
VH-00484,94.5,40.7,2.6,12.59,166.0,27.4,Warning
VH-00971,94.2,29.4,9.7,13.55,58.0,34.7, normal 
VH-05024,91.6,39.1,9.9,12.87,132.0,29.5, normal 
VH-07122,81.8,45.2,2.0,12.91,177.0,34.6,Critical
VH-07980,86.5,42.9,3.3,12.42,20.0,36.0,Warning
VH-03230,91.4,33.3,3.0,13.5,59.0,33.8,Warning
VH-05518,101.5,46.8,8.4,13.14,136.0,34.2,Normal
VH-00515,97.8,24.8,6.5,13.02,168.0,30.8,Warning
VH-00026,99.3,47.6,3.4,12.28,138.0,30.4,Warning
VH-06753,99.8,35.9,5.8,,146.0,35.7,Normal
VH-01170,85.8,,8.2,12.32,73.0,35.1,Normal
VH-02926,101.4,42.7,5.1,12.56,93.0,29.7,Normal
VH-05262,99.0,35.6,4.8,12.48,121.0,31.2,Normal
VH-02607,93.4,51.2,2.1,,102.0,32.0,Critical
VH-02235,86.6,33.5,3.8,12.93,83.0,22.3,Warning
VH-03655,97.8,42.1,3.4,13.18,161.0,37.0,Warning
VH-06973,92.7,44.0,11.6,13.29,148.0,34.0,Normal
VH-01485,88.5,44.2,3.5,13.12,76.0,35.3,Warning
VH-05873,95.2,44.1,9.4,12.7,161.0,34.8,Normal
VH-07278,89.1,44.8,2.9,12.58,66.0,37.8,Warning
VH-07458,89.9,43.6,6.9,12.28,118.0,32.1,Normal
VH-03179,98.0,38.3,10.6,12.2,157.0,34.6,Normal
VH-02305,91.1,46.4,5.7,11.87,174.0,34.8,Warning
VH-03640,82.6,43.4,4.7,11.21,125.0,36.9,Critical
VH-05079,89.5,41.3,11.2,12.74,191.0,37.4,Normal
VH-01589,91.4,44.1,11.2,12.36,100.0,35.8,Normal
VH-04842,82.7,41.4,7.2,12.86,129.0,33.2,Normal
VH-06131,96.4,38.5,9.6,12.79,77.0,38.2,Normal
VH-03620,97.6,40.7,7.0,,11.0,32.3,Normal
VH-07972,92.9,42.2,3.2,,90.0,36.7,Warning
VH-05757,93.5,41.7,10.4,12.33,120.0,29.4,Normal
VH-02204,103.6,54.1,5.2,12.9,67.0,32.2,Normal
VH-06466,100.4,37.3,5.4,12.75,20.0,31.9,Normal
VH-03693,84.4,54.9,11.7,12.97,23.0,30.8,Normal
VH-07064,107.6,46.3,9.2,11.92,14.0,30.7,Warning
VH-03925,102.1,59.4,7.2,12.34,176.0,35.1,Normal
VH-01241,87.0,44.9,12.0,11.64,61.0,34.5,Warning
VH-06354,107.4,31.4,7.7,12.57,141.0,36.8,Normal
VH-01235,88.7,40.1,11.6,12.79,66.0,30.7,Normal
VH-00500,105.9,,4.1,12.78,133.0,35.4,Normal
VH-04801,99.3,50.7,4.3,12.33,86.0,33.8,Normal
VH-06271,78.8,37.8,2.6,12.75,128.0,34.8,Warning
VH-00491,97.9,56.4,7.3,12.83,82.0,26.5,Warning
VH-05664,103.0,48.2,10.1,12.93,121.0,37.2,Normal
VH-07003,93.3,43.5,6.4,12.18,138.0,29.7,Normal
VH-01640,83.2,40.1,11.1,12.2,135.0,37.1,Normal
VH-01006,100.4,43.9,3.1,12.69,103.0,30.1,Warning
VH-00402,101.6,36.9,7.7,12.35,87.0,28.1,Normal
VH-06201,88.3,34.6,5.9,12.43,30.0,26.3,Warning
VH-05126,98.8,41.2,10.9,12.29,145.0,25.8,Critical
VH-01218,85.4,41.2,7.4,13.0,124.0,30.3,Normal
VH-03636,92.9,39.0,4.8,13.07,149.0,30.1,Normal
VH-03449,94.7,35.4,11.8,13.65,192.0,28.4,Normal
VH-06341,88.2,,11.7,13.34,61.0,34.9,Normal
VH-02483,94.7,,2.5,12.17,128.0,33.2,Warning
VH-04183,113.8,37.7,5.0,12.35,49.0,33.0,Warning
VH-06247,91.0,,10.5,12.62,181.0,31.7,Normal
VH-04908,90.9,34.3,6.1,12.16,38.0,36.6,Normal
VH-04420,104.3,23.0,5.2,11.72,92.0,32.4,Warning
VH-05246,120.9,41.8,7.3,11.61,185.0,34.6,Critical
VH-00266,96.2,50.7,6.4,12.29,113.0,31.6,Normal
VH-03143,97.0,53.6,9.8,,61.0,38.0,Normal
VH-02043,88.9,57.1,4.0,12.48,121.0,27.2,Warning
VH-00063,99.7,44.4,9.9,12.09,23.0,,Normal
VH-05901,92.4,50.0,4.9,12.34,72.0,34.1,Normal
VH-02961,94.8,38.5,12.0,12.44,125.0,34.4,Normal
VH-02457,90.2,42.0,5.0,12.53,190.0,31.1,Critical
VH-00456,103.6,45.9,6.1,12.35,11.0,26.5,Warning
VH-01781,95.8,38.3,5.8,12.7,184.0,31.5,Normal
VH-06265,85.8,35.6,7.2,12.6,189.0,34.9,Normal
VH-00213,91.1,32.0,11.6,12.83,79.0,36.9,Normal
VH-04673,96.2,43.7,2.1,12.1,135.0,33.3,Warning
VH-01646,94.0,29.7,7.4,,193.0,28.7,Normal
VH-06537,85.9,45.7,2.5,12.39,171.0,31.3,Warning
VH-00008,94.9,38.5,4.8,12.52,41.0,33.7,Normal
VH-06861,84.6,39.1,3.1,12.13,6.0,32.6,Warning
VH-05904,108.7,29.3,10.8,13.46,188.0,32.5,WARNING
VH-03801,89.0,31.3,7.3,12.34,143.0,40.8,WARNING
VH-04636,70.0,32.9,9.4,11.99,140.0,32.7,Warning
VH-04016,107.1,42.9,5.9,12.27,92.0,31.7,Normal
VH-04728,97.6,39.9,4.7,13.15,169.0,29.9,Normal
VH-05877,89.8,41.6,3.7,12.8,180.0,28.7,Warning
VH-07523,98.8,35.7,4.8,12.67,188.0,33.0,Normal
VH-06289,88.1,39.5,6.8,12.98,102.0,32.3,Normal
VH-00875,79.3,,9.8,12.12,70.0,32.9,Normal
VH-03138,99.3,57.1,10.1,12.51,138.0,29.2,Normal
