engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
91.0,36.4,6.7,12.07,132.0,34.3,Normal
89.6,42.4,2.1,12.86,47.0,35.4,Critical
93.4,24.6,4.8,12.58,154.0,32.1,Warning
104.9,41.1,9.2,12.36,140.0,30.3,Normal
88.0,33.6,5.4,12.43,178.0,29.6,Normal
92.5,46.3,10.2,12.15,105.0,30.3,Normal
111.2,44.8,4.6,13.36,143.0,33.3,Warning
90.4,35.3,2.0,13.78,68.0,33.5,Critical
91.3,29.3,9.8,12.18,120.0,29.3,Normal
87.7,35.4,5.6,13.03,23.0,31.3,Normal
77.4,41.5,4.0,12.24,134.0,33.5,Warning
95.7,35.9,11.5,13.11,86.0,31.4,Normal
91.7,30.1,3.7,12.67,193.0,32.0,Warning
98.1,30.5,8.4,12.43,55.0,33.8,Normal
97.2,46.9,6.7,11.67,17.0,33.9,Warning
84.4,55.7,3.0,12.78,135.0,32.0,Warning
98.5,40.4,10.1,12.9,117.0,31.9,Normal
94.0,39.8,4.6,12.36,134.0,36.9,Normal
80.1,29.6,8.6,12.15,92.0,33.4,Normal
100.6,44.3,5.8,12.5,53.0,39.1,Normal
86.3,41.6,9.8,13.3,79.0,39.2,Normal
97.2,51.8,11.1,13.09,25.0,35.8,Normal
81.7,38.3,7.9,12.51,25.0,30.1,Normal
94.7,40.6,4.1,13.01,150.0,33.4,Normal
86.8,53.9,3.2,12.79,174.0,36.3,Warning
88.0,41.4,11.1,12.26,104.0,31.4,Normal
79.0,28.1,4.5,12.48,92.0,34.8,Normal
97.6,28.6,9.5,12.44,87.0,33.3,Normal
101.1,39.8,11.8,12.67,180.0,32.1,Normal
107.3,48.7,6.9,12.18,99.0,34.5,Normal
81.5,39.6,6.6,12.67,153.0,30.5,Normal
95.2,35.2,11.1,11.46,136.0,32.8,Warning
114.2,36.4,11.6,12.42,161.0,31.7,Warning
78.1,37.7,6.3,13.02,162.0,35.3,Normal
102.9,56.8,9.3,12.23,113.0,34.0,Normal
101.3,34.6,5.8,12.81,68.0,31.0,Normal
96.6,35.7,8.1,13.58,32.0,29.2,Normal
100.2,33.7,11.5,12.62,85.0,35.7,Normal
106.4,31.2,7.1,12.64,116.0,29.3,Normal
111.5,41.5,4.8,13.32,39.0,32.9,Warning
97.8,35.9,10.1,12.33,13.0,32.9,Normal
86.7,38.1,9.1,12.6,162.0,32.6,Normal
105.5,51.4,9.4,12.9,33.0,36.4,Normal
93.6,33.4,5.5,12.43,32.0,35.7,Normal
89.6,43.6,5.0,12.95,183.0,33.2,Normal
103.9,44.4,2.5,13.43,98.0,29.7,Warning
96.4,41.6,3.5,12.57,15.0,33.6,Warning
107.7,35.1,4.1,12.64,84.0,34.1,Normal
100.0,60.8,6.8,12.86,38.0,34.2,Normal
93.3,43.5,7.8,12.76,60.0,32.9,Normal
109.6,35.7,8.7,12.02,55.0,31.8,Warning
101.5,38.2,8.9,12.1,193.0,30.3,Normal
102.7,39.8,2.1,12.61,108.0,34.0,Critical
92.6,32.1,3.5,12.6,176.0,28.9,Warning
93.5,37.3,11.2,12.95,131.0,34.3,Normal
83.0,38.7,5.9,12.06,150.0,28.6,Warning
91.4,28.7,7.9,12.03,196.0,32.3,Normal
92.4,44.4,6.5,12.08,146.0,39.0,Normal
88.3,43.2,5.3,12.78,77.0,29.2,Normal
101.2,35.8,2.8,12.72,170.0,32.2,Warning
108.8,38.9,10.4,13.01,26.0,32.9,Warning
101.1,26.9,5.1,12.51,91.0,39.9,Normal
99.9,43.1,11.2,12.49,86.0,36.4,Normal
80.2,39.8,8.5,12.41,135.0,32.5,Normal
81.1,49.7,8.3,12.64,196.0,30.8,Normal
97.0,24.5,2.4,12.54,145.0,32.9,Critical
84.4,44.3,2.8,13.27,53.0,33.5,Warning
87.9,32.7,9.5,13.12,9.0,35.2,Normal
81.8,39.0,6.1,12.7,172.0,32.4,Normal
91.8,42.3,10.9,12.67,197.0,33.5,Normal
84.4,39.1,11.4,13.42,132.0,35.0,Normal
90.6,41.5,10.9,12.77,27.0,36.5,Normal
92.8,42.0,2.3,12.56,120.0,36.3,Critical
86.4,41.1,4.6,12.52,164.0,33.9,Normal
103.4,49.9,6.6,11.92,180.0,31.4,Warning
105.6,35.4,3.9,12.39,179.0,29.4,Warning
107.3,35.5,2.1,11.41,179.0,31.5,Critical
99.4,46.4,7.0,13.3,184.0,32.9,Normal
105.0,30.2,6.5,13.15,7.0,33.7,Normal
102.5,51.4,10.5,12.76,49.0,34.4,Warning
83.1,35.7,9.3,12.9,9.0,30.2,Normal
89.6,47.1,7.3,13.31,44.0,29.6,Normal
84.2,44.1,4.4,12.43,36.0,36.0,Normal
87.1,58.2,4.4,12.81,27.0,35.7,Normal
97.5,38.8,6.0,12.76,65.0,31.4,Normal
102.9,50.0,11.4,13.46,200.0,35.0,Normal
94.6,39.5,4.6,11.71,168.0,32.9,Warning
89.1,48.9,9.6,12.58,54.0,33.0,Normal
87.8,43.7,6.8,12.12,26.0,32.2,Normal
98.1,36.7,5.8,11.75,147.0,33.5,Warning
99.5,42.0,6.6,12.39,41.0,36.9,Normal
90.6,32.1,4.5,13.09,99.0,33.2,Normal
112.7,35.3,5.1,12.78,143.0,29.7,Warning
113.2,39.1,6.1,11.9,23.0,32.7,Warning
103.5,51.2,10.7,12.78,101.0,35.9,Normal
70.4,28.5,10.8,12.61,99.0,32.9,Warning
100.7,48.6,6.0,12.41,125.0,30.3,Normal
100.9,41.3,9.0,13.19,28.0,34.9,Normal
86.0,58.1,3.1,12.24,187.0,30.3,Warning
82.1,35.6,11.3,12.65,188.0,34.7,Normal
87.5,51.3,8.4,13.06,179.0,32.9,Normal
96.4,40.6,7.2,12.9,126.0,29.6,Normal
86.9,45.2,9.0,12.87,44.0,34.8,Normal
98.5,49.2,3.6,12.2,151.0,30.5,Warning
87.2,33.6,2.9,12.03,83.0,32.9,Warning
92.3,46.0,6.7,13.02,6.0,40.2,Warning
95.4,37.6,8.1,12.45,152.0,34.8,Normal
90.6,56.9,8.1,12.23,149.0,37.3,Normal
89.7,49.4,9.2,12.56,173.0,37.3,Normal
93.7,45.2,11.9,13.48,20.0,32.2,Normal
110.4,35.0,7.8,12.64,103.0,33.2,Warning
97.1,35.3,2.4,12.22,78.0,33.9,Critical
100.6,51.4,3.3,12.73,93.0,32.0,Warning
100.8,35.0,10.4,12.5,123.0,32.0,Normal
110.7,37.6,7.7,13.04,82.0,27.8,Warning
83.9,39.1,5.1,13.46,32.0,33.3,Normal
90.3,33.5,5.0,11.5,17.0,31.1,Warning
93.6,44.0,3.6,12.65,11.0,25.5,Warning
85.0,41.9,6.2,12.87,117.0,34.4,Normal
96.8,51.6,10.3,13.59,17.0,32.7,Normal
95.6,38.2,3.0,13.24,137.0,30.4,Warning
94.6,35.9,3.2,12.67,61.0,29.2,Warning
96.6,59.3,10.9,13.22,123.0,31.6,Normal
106.6,29.9,6.5,12.83,146.0,30.4,Normal
96.3,49.5,9.6,13.02,125.0,28.7,Normal
97.7,49.5,2.5,12.96,178.0,33.5,Critical
98.5,28.2,3.3,12.4,188.0,32.9,Warning
97.1,38.3,5.8,13.58,35.0,34.9,Normal
99.4,31.5,9.7,13.8,182.0,31.8,Normal
99.5,39.9,11.4,11.92,120.0,37.3,Warning
74.7,42.7,7.3,12.6,148.0,34.1,Warning
85.4,35.4,5.6,12.32,12.0,36.1,Normal
100.4,30.7,11.1,11.46,108.0,30.3,Warning
110.7,41.6,5.0,11.83,194.0,31.6,Warning
90.0,52.7,5.3,12.79,56.0,32.3,Normal
90.0,45.7,9.5,13.07,126.0,32.9,Normal
90.8,36.4,10.8,13.49,165.0,33.7,Normal
102.6,46.3,2.6,11.99,193.0,33.8,Warning
91.6,38.2,5.9,12.84,132.0,37.9,Normal
80.3,43.1,7.4,13.3,133.0,32.8,Normal
85.3,48.1,9.6,11.92,189.0,35.8,Warning
95.1,36.1,11.1,12.88,176.0,33.3,Normal
91.6,39.9,10.7,11.47,129.0,22.5,Warning
92.8,33.3,11.3,13.83,187.0,37.0,Normal
110.4,52.0,2.0,13.29,142.0,34.4,Critical
91.3,51.8,7.0,12.26,130.0,35.0,Normal
104.4,47.6,2.9,12.36,45.0,34.4,Warning
91.6,32.6,8.8,12.31,191.0,34.3,Normal
98.5,53.9,3.5,12.11,20.0,27.6,Warning
101.4,40.5,8.7,13.46,39.0,35.3,Normal
93.1,36.3,7.8,12.59,85.0,33.9,Normal
93.3,38.6,5.9,11.88,132.0,32.0,Warning
99.5,42.0,11.4,13.01,47.0,36.9,Normal
96.1,44.8,3.4,12.73,83.0,35.3,Warning
98.7,50.5,10.7,13.01,122.0,28.6,Normal
91.7,39.0,6.0,12.13,156.0,34.8,Normal
99.4,29.8,11.1,12.65,46.0,33.0,Normal
96.3,24.2,4.1,12.61,186.0,38.2,Warning
104.5,40.1,4.7,12.43,109.0,33.6,Normal
93.0,53.1,11.7,12.78,70.0,30.6,Normal
104.8,30.7,10.5,12.61,148.0,28.8,Normal
83.8,46.6,6.6,11.64,8.0,28.4,Warning
101.5,53.9,6.3,13.09,186.0,34.6,Normal
98.2,40.6,6.9,12.05,163.0,33.8,Normal
92.6,37.0,4.7,12.66,31.0,34.0,Normal
97.0,57.3,6.1,12.39,194.0,33.4,Normal
73.0,32.8,4.2,13.2,37.0,30.7,Warning
94.2,51.0,3.1,12.7,161.0,34.7,Warning
87.6,40.8,3.2,12.35,93.0,31.0,Warning
116.7,36.7,2.8,12.49,80.0,34.4,Warning
96.3,45.1,5.4,13.16,152.0,36.5,Normal
95.5,46.8,6.6,11.67,18.0,34.9,Warning
97.9,43.2,4.7,12.87,104.0,34.9,Normal
94.2,31.1,7.3,12.09,107.0,35.7,Normal
88.2,34.6,2.4,12.63,49.0,35.7,Critical
104.5,26.5,6.2,12.61,7.0,36.0,Normal
92.5,59.8,4.1,13.29,163.0,32.9,Warning
98.3,31.6,3.0,13.64,86.0,28.7,Warning
96.8,42.5,11.0,12.22,85.0,32.9,Normal
95.1,38.0,8.4,12.65,121.0,33.4,Normal
94.1,40.1,8.9,12.47,150.0,35.6,Normal
94.4,33.9,6.9,12.53,124.0,33.6,Normal
93.4,57.3,8.8,12.63,198.0,33.6,Critical
94.7,47.0,4.0,12.35,43.0,36.8,Normal
98.6,27.4,3.0,13.07,119.0,30.9,Warning
85.8,46.2,5.8,12.37,23.0,27.9,Warning
114.4,48.6,9.7,13.31,151.0,33.4,Warning
105.8,53.2,5.5,12.42,171.0,34.8,Normal
102.1,39.2,4.0,12.61,149.0,32.1,Warning
106.8,18.3,3.5,13.37,190.0,29.1,Warning
96.7,42.0,5.3,12.82,88.0,32.2,Normal
88.9,43.3,8.2,12.06,167.0,30.7,Normal
109.5,39.5,5.1,12.42,65.0,32.3,Warning
82.7,33.1,11.9,12.13,28.0,34.7,Normal
95.3,40.0,6.1,13.15,72.0,32.3,Normal
81.0,38.3,7.2,12.39,120.0,29.0,Normal
95.5,35.6,5.3,12.5,109.0,31.2,Normal
90.0,41.5,8.3,13.13,57.0,27.8,Warning
86.4,38.3,4.2,13.46,23.0,35.5,Normal
103.4,50.2,5.6,12.95,159.0,39.1,Normal
88.9,47.7,4.8,12.78,49.0,32.9,Warning
104.6,35.8,11.2,13.34,146.0,38.5,Normal
85.3,40.3,4.4,12.41,180.0,35.3,Normal
109.8,38.7,6.5,11.97,194.0,33.1,Warning
91.1,39.8,8.7,12.81,112.0,36.9,Normal
109.0,40.3,11.1,12.61,155.0,38.2,Warning
104.5,48.0,6.7,13.16,137.0,29.7,Normal
97.8,30.0,11.7,12.08,188.0,34.5,Normal
88.0,54.2,10.8,12.98,123.0,35.7,Normal
93.0,46.7,7.4,13.09,127.0,32.5,Normal
112.9,28.9,2.1,12.57,7.0,37.2,Warning
93.5,40.5,2.5,13.23,150.0,26.3,Warning
95.2,43.7,6.8,11.89,122.0,34.0,Warning
96.8,57.4,7.6,13.52,24.0,32.7,Critical
93.1,46.3,7.0,12.45,13.0,31.5,Normal
91.0,51.4,11.3,13.46,56.0,33.0,Normal
81.3,48.4,11.9,12.78,63.0,31.0,Normal
101.3,41.7,10.3,12.8,75.0,32.8,Normal
108.7,45.5,9.2,12.86,98.0,32.7,Warning
97.7,48.7,4.7,12.43,69.0,32.5,Normal
99.5,45.9,3.2,12.33,94.0,32.8,Warning
119.0,50.6,6.8,13.57,119.0,30.4,Critical
85.6,46.8,7.3,13.82,167.0,31.4,Normal
92.7,46.3,11.4,11.92,19.0,33.4,Critical
94.1,35.3,11.8,13.19,13.0,35.5,Normal
93.1,53.0,5.4,12.13,68.0,30.8,Normal
99.6,46.1,2.6,12.61,57.0,38.0,Warning
104.0,30.2,5.0,12.28,175.0,33.0,Normal
87.3,48.7,2.3,12.06,165.0,28.3,Critical
91.2,35.3,11.0,11.64,123.0,32.6,Warning
82.4,46.3,2.7,12.36,27.0,32.3,Warning
93.1,48.6,2.2,13.4,61.0,34.2,Critical
102.8,35.6,11.4,11.7,109.0,27.8,Warning
102.1,40.5,9.7,12.94,37.0,36.1,Normal
103.8,53.3,5.9,12.3,129.0,35.8,Normal
103.2,34.4,8.5,12.68,18.0,34.9,Normal
92.5,28.4,7.4,12.35,29.0,34.0,Normal
91.1,40.0,7.0,11.91,190.0,34.4,Warning
103.0,34.1,9.7,12.61,89.0,36.3,Normal
104.0,33.6,11.3,12.17,133.0,31.9,Normal
86.3,29.1,5.1,12.76,183.0,33.3,Normal
96.9,45.6,6.4,12.26,171.0,29.6,Normal
94.5,40.7,2.6,12.59,166.0,27.4,Warning
94.2,29.4,9.7,13.55,58.0,34.7,Normal
91.6,39.1,9.9,12.87,132.0,29.5,Normal
81.8,45.2,2.0,12.91,177.0,34.6,Critical
86.5,42.9,3.3,12.42,20.0,36.0,Warning
91.4,33.3,3.0,13.5,59.0,33.8,Warning
101.5,46.8,8.4,13.14,136.0,34.2,Normal
97.8,24.8,6.5,13.02,168.0,30.8,Warning
99.3,47.6,3.4,12.28,138.0,30.4,Warning
99.8,35.9,5.8,12.61,146.0,35.7,Normal
85.8,39.8,8.2,12.32,73.0,35.1,Normal
101.4,42.7,5.1,12.56,93.0,29.7,Normal
99.0,35.6,4.8,12.48,121.0,31.2,Normal
93.4,51.2,2.1,12.61,102.0,32.0,Critical
86.6,33.5,3.8,12.93,83.0,22.3,Warning
97.8,42.1,3.4,13.18,161.0,37.0,Warning
92.7,44.0,11.6,13.29,148.0,34.0,Normal
88.5,44.2,3.5,13.12,76.0,35.3,Warning
95.2,44.1,9.4,12.7,161.0,34.8,Normal
89.1,44.8,2.9,12.58,66.0,37.8,Warning
89.9,43.6,6.9,12.28,118.0,32.1,Normal
98.0,38.3,10.6,12.2,157.0,34.6,Normal
91.1,46.4,5.7,11.87,174.0,34.8,Warning
82.6,43.4,4.7,11.21,125.0,36.9,Critical
89.5,41.3,11.2,12.74,191.0,37.4,Normal
91.4,44.1,11.2,12.36,100.0,35.8,Normal
82.7,41.4,7.2,12.86,129.0,33.2,Normal
96.4,38.5,9.6,12.79,77.0,38.2,Normal
97.6,40.7,7.0,12.61,11.0,32.3,Normal
92.9,42.2,3.2,12.61,90.0,36.7,Warning
93.5,41.7,10.4,12.33,120.0,29.4,Normal
103.6,54.1,5.2,12.9,67.0,32.2,Normal
100.4,37.3,5.4,12.75,20.0,31.9,Normal
84.4,54.9,11.7,12.97,23.0,30.8,Normal
107.6,46.3,9.2,11.92,14.0,30.7,Warning
102.1,59.4,7.2,12.34,176.0,35.1,Normal
107.4,31.4,7.7,12.57,141.0,36.8,Normal
88.7,40.1,11.6,12.79,66.0,30.7,Normal
105.9,39.8,4.1,12.78,133.0,35.4,Normal
99.3,50.7,4.3,12.33,86.0,33.8,Normal
78.8,37.8,2.6,12.75,128.0,34.8,Warning
97.9,56.4,7.3,12.83,82.0,26.5,Warning
103.0,48.2,10.1,12.93,121.0,37.2,Normal
93.3,43.5,6.4,12.18,138.0,29.7,Normal
83.2,40.1,11.1,12.2,135.0,37.1,Normal
100.4,43.9,3.1,12.69,103.0,30.1,Warning
101.6,36.9,7.7,12.35,87.0,28.1,Normal
88.3,34.6,5.9,12.43,30.0,26.3,Warning
98.8,41.2,10.9,12.29,145.0,25.8,Critical
85.4,41.2,7.4,13.0,124.0,30.3,Normal
92.9,39.0,4.8,13.07,149.0,30.1,Normal
94.7,35.4,11.8,13.65,192.0,28.4,Normal
88.2,39.8,11.7,13.34,61.0,34.9,Normal
94.7,39.8,2.5,12.17,128.0,33.2,Warning
113.8,37.7,5.0,12.35,49.0,33.0,Warning
91.0,39.8,10.5,12.62,181.0,31.7,Normal
90.9,34.3,6.1,12.16,38.0,36.6,Normal
104.3,23.0,5.2,11.72,92.0,32.4,Warning
120.9,41.8,7.3,11.61,185.0,34.6,Critical
96.2,50.7,6.4,12.29,113.0,31.6,Normal
97.0,53.6,9.8,12.61,61.0,38.0,Normal
88.9,57.1,4.0,12.48,121.0,27.2,Warning
99.7,44.4,9.9,12.09,23.0,32.9,Normal
92.4,50.0,4.9,12.34,72.0,34.1,Normal
94.8,38.5,12.0,12.44,125.0,34.4,Normal
90.2,42.0,5.0,12.53,190.0,31.1,Critical
103.6,45.9,6.1,12.35,11.0,26.5,Warning
95.8,38.3,5.8,12.7,184.0,31.5,Normal
85.8,35.6,7.2,12.6,189.0,34.9,Normal
91.1,32.0,11.6,12.83,79.0,36.9,Normal
96.2,43.7,2.1,12.1,135.0,33.3,Warning
94.0,29.7,7.4,12.61,193.0,28.7,Normal
85.9,45.7,2.5,12.39,171.0,31.3,Warning
94.9,38.5,4.8,12.52,41.0,33.7,Normal
84.6,39.1,3.1,12.13,6.0,32.6,Warning
108.7,29.3,10.8,13.46,188.0,32.5,Warning
89.0,31.3,7.3,12.34,143.0,40.8,Warning
70.0,32.9,9.4,11.99,140.0,32.7,Warning
107.1,42.9,5.9,12.27,92.0,31.7,Normal
97.6,39.9,4.7,13.15,169.0,29.9,Normal
89.8,41.6,3.7,12.8,180.0,28.7,Warning
98.8,35.7,4.8,12.67,188.0,33.0,Normal
88.1,39.5,6.8,12.98,102.0,32.3,Normal
79.3,39.8,9.8,12.12,70.0,32.9,Normal
99.3,57.1,10.1,12.51,138.0,29.2,Normal
104.1,51.2,3.7,12.61,74.0,29.6,Warning
93.0,30.3,10.7,12.88,112.0,28.9,Normal
108.6,24.0,2.7,12.58,129.0,29.4,Warning
100.2,30.9,4.0,13.31,110.0,30.6,Normal
98.8,32.9,7.6,12.61,136.0,35.8,Normal
97.2,40.6,10.8,12.17,179.0,31.7,Normal
89.0,34.8,4.7,12.83,178.0,36.5,Normal
107.5,43.0,7.9,12.97,110.0,34.9,Normal
91.7,40.8,11.0,11.6,122.0,33.8,Warning
96.9,37.9,9.1,11.47,78.0,27.8,Warning
100.0,55.1,11.3,13.76,143.0,31.8,Normal
101.0,37.2,11.0,12.09,44.0,35.6,Warning
93.8,28.7,5.3,12.23,93.0,35.0,Normal
96.8,33.7,4.7,12.81,125.0,36.7,Normal
99.5,36.6,10.1,12.52,158.0,35.6,Normal
94.2,40.9,4.5,12.8,24.0,34.5,Normal
102.4,34.8,2.6,12.59,112.0,34.0,Warning
95.6,26.7,7.4,12.73,121.0,34.1,Normal
90.9,38.8,5.4,12.99,150.0,32.9,Normal
97.3,34.6,8.0,12.59,147.0,31.3,Normal
113.2,44.0,11.4,12.77,126.0,30.5,Warning
99.3,36.7,3.9,12.29,154.0,29.5,Warning
101.1,32.8,8.3,12.42,153.0,32.2,Normal
106.6,34.1,3.1,12.51,189.0,28.1,Warning
91.3,36.5,5.7,12.61,24.0,34.9,Normal
99.9,47.8,7.4,13.15,101.0,31.0,Normal
96.5,40.0,7.1,12.85,22.0,33.0,Normal
100.0,32.7,5.2,12.82,51.0,37.1,Normal
83.8,35.4,8.1,12.23,142.0,33.7,Normal
106.8,43.8,10.5,12.71,125.0,31.3,Normal
102.9,39.7,10.6,12.46,155.0,30.8,Critical
86.2,38.0,11.0,12.71,135.0,36.5,Normal
109.4,37.0,2.9,13.19,187.0,29.2,Warning
89.7,47.2,10.0,12.45,180.0,32.9,Normal
97.8,42.6,10.5,12.46,60.0,32.0,Normal
97.5,37.4,7.8,12.99,29.0,35.4,Normal
91.2,37.0,4.0,12.8,196.0,31.3,Warning
87.7,38.1,9.0,12.13,153.0,27.4,Warning
101.9,40.4,10.7,12.15,84.0,41.4,Warning
109.2,35.5,10.3,12.85,102.0,38.1,Normal
93.8,53.1,3.8,12.95,161.0,34.4,Warning
88.6,29.1,6.6,12.53,47.0,33.1,Normal
102.1,57.9,9.2,12.26,50.0,32.9,Normal
93.7,40.0,10.1,12.28,81.0,32.8,Normal
110.5,33.6,5.6,12.06,38.0,32.4,Warning
87.1,32.2,7.8,12.23,39.0,31.8,Normal
93.1,39.8,10.8,12.49,172.0,30.5,Normal
84.0,38.3,6.8,12.54,120.0,31.3,Normal
106.9,41.2,4.9,12.91,55.0,28.1,Normal
90.6,43.8,7.8,12.33,34.0,33.7,Normal
98.0,50.7,6.2,13.07,67.0,33.0,Normal
90.1,33.8,10.4,12.35,125.0,32.1,Normal
95.3,36.3,6.8,13.23,67.0,32.5,Normal
99.7,34.5,10.7,12.87,8.0,32.2,Normal
94.0,32.1,11.5,12.53,193.0,32.8,Normal
83.3,41.7,8.4,13.53,54.0,36.4,Normal
97.4,40.7,7.4,13.18,79.0,30.3,Normal
106.0,22.8,3.9,12.8,6.0,32.1,Warning
86.2,35.2,3.3,12.42,107.0,30.7,Warning
85.4,48.3,11.3,12.6,49.0,33.7,Normal
100.1,62.6,8.1,12.99,96.0,29.7,Normal
98.0,43.9,9.8,13.34,20.0,32.9,Normal
89.5,39.0,11.4,12.91,27.0,33.2,Critical
85.3,40.9,4.2,12.45,13.0,27.1,Warning
91.6,37.3,8.1,13.39,135.0,32.7,Normal
98.1,48.2,3.5,11.75,198.0,33.2,Warning
105.0,51.8,9.6,11.82,192.0,31.7,Warning
98.7,38.9,8.8,12.22,119.0,36.2,Normal
104.1,48.8,10.8,13.3,168.0,34.8,Normal
100.7,41.5,10.7,12.35,167.0,28.7,Normal
98.9,44.6,8.7,12.04,159.0,33.4,Normal
85.0,35.8,9.4,11.92,158.0,31.1,Warning
92.6,36.4,8.0,12.54,137.0,34.2,Normal
98.3,41.7,8.7,12.78,198.0,36.0,Normal
90.2,36.7,2.7,13.19,150.0,32.2,Warning
92.9,36.9,2.8,13.35,15.0,33.4,Warning
101.8,49.7,10.7,12.4,26.0,32.4,Normal
94.5,43.6,8.0,12.8,68.0,33.9,Normal
98.6,36.5,6.8,13.0,152.0,26.5,Warning
91.7,42.3,3.2,12.99,111.0,32.8,Warning
98.0,39.8,2.5,12.57,88.0,27.8,Warning
87.1,38.6,8.1,12.31,157.0,26.9,Warning
85.0,42.8,3.4,11.94,79.0,30.0,Warning
95.1,48.7,3.9,12.45,135.0,34.4,Warning
93.4,38.6,6.8,12.04,103.0,36.7,Normal
85.8,54.8,3.4,13.34,9.0,29.7,Warning
87.3,33.4,8.0,12.44,101.0,35.6,Normal
100.6,41.7,6.8,12.59,53.0,39.1,Normal
106.8,49.0,11.7,12.56,73.0,25.1,Warning
80.4,25.7,3.6,13.34,52.0,32.3,Warning
94.8,26.9,11.7,13.78,128.0,32.9,Normal
105.1,35.0,7.0,12.24,129.0,37.4,Normal
96.0,34.4,10.8,13.67,8.0,32.1,Normal
97.5,34.8,8.7,12.53,162.0,30.1,Normal
86.7,38.6,10.6,12.61,179.0,33.7,Normal
94.5,40.9,3.1,12.95,19.0,29.8,Warning
96.5,32.5,9.6,12.97,87.0,29.5,Normal
93.5,49.2,5.7,13.42,123.0,30.9,Normal
98.9,37.8,9.7,12.66,30.0,33.8,Normal
96.3,26.1,4.9,13.28,69.0,31.0,Normal
97.1,31.5,11.5,12.49,126.0,28.0,Warning
86.8,38.4,11.3,12.86,169.0,32.7,Normal
92.1,38.6,3.1,13.13,86.0,36.8,Warning
87.2,29.2,4.9,12.51,151.0,38.5,Normal
94.1,39.8,7.7,13.07,68.0,30.3,Normal
102.3,43.0,9.3,11.74,160.0,29.4,Warning
103.7,36.8,9.9,12.39,70.0,34.5,Normal
97.3,31.8,6.9,13.11,156.0,34.2,Normal
76.4,39.8,3.5,13.09,97.0,32.7,Warning
83.5,49.5,10.1,12.8,172.0,32.9,Normal
102.8,34.2,4.7,12.97,34.0,32.6,Normal
81.2,41.5,5.8,12.82,123.0,37.1,Normal
104.4,45.0,11.1,13.08,171.0,31.6,Normal
89.8,27.3,9.1,11.36,144.0,34.2,Warning
79.9,29.1,4.2,12.62,139.0,36.0,Normal
93.1,46.9,5.7,11.58,5.0,32.3,Warning
98.2,49.7,6.4,12.5,105.0,27.2,Warning
108.2,39.7,2.6,13.05,125.0,30.1,Warning
99.1,39.8,10.7,11.78,8.0,29.0,Warning
91.0,34.2,11.6,12.56,182.0,30.6,Normal
94.8,52.0,8.8,12.91,78.0,27.7,Warning
84.2,41.2,9.5,12.61,169.0,30.1,Normal
110.7,42.2,9.0,12.8,169.0,32.9,Warning
106.7,38.7,11.4,12.78,59.0,39.0,Normal
91.5,32.8,6.0,12.05,65.0,32.9,Normal
96.8,27.1,11.1,12.98,168.0,32.3,Normal
87.1,43.7,4.4,12.93,104.0,33.0,Normal
91.4,45.2,11.2,12.86,182.0,31.3,Normal
92.0,48.0,8.5,12.51,153.0,33.7,Normal
98.9,44.3,3.6,11.7,48.0,32.6,Warning
90.1,45.4,9.2,12.43,18.0,32.9,Normal
101.0,45.7,2.1,13.15,80.0,32.9,Critical
89.2,39.6,3.4,13.36,30.0,34.2,Warning
94.0,30.2,8.4,11.92,164.0,35.4,Warning
101.0,45.3,10.1,12.65,72.0,31.9,Normal
93.9,27.2,6.3,11.85,115.0,30.7,Warning
87.6,47.5,6.5,12.54,23.0,35.9,Normal
86.9,38.1,10.4,12.73,24.0,30.8,Normal
82.2,41.9,3.3,12.48,113.0,30.5,Warning
91.5,41.4,9.8,12.8,38.0,30.8,Normal
100.1,50.4,3.3,11.78,117.0,33.2,Warning
96.1,29.8,11.9,12.65,187.0,34.4,Critical
90.3,36.1,5.0,12.61,179.0,32.6,Normal
95.1,40.6,7.3,12.89,132.0,31.6,Normal
103.5,27.0,9.0,12.18,19.0,30.1,Normal
98.3,47.0,11.6,12.64,102.0,29.6,Normal
95.8,30.2,10.5,12.76,148.0,36.4,Normal
99.7,41.6,3.8,11.9,183.0,33.9,Warning
94.7,40.7,11.7,12.83,84.0,32.8,Normal
91.8,34.0,2.1,12.92,38.0,29.2,Critical
95.1,29.7,7.2,13.93,71.0,32.5,Normal
91.1,27.7,11.0,12.38,192.0,35.5,Normal
90.4,32.3,11.9,11.97,104.0,34.9,Warning
111.5,31.1,11.0,12.75,71.0,25.5,Warning
91.2,40.1,3.2,12.59,172.0,28.2,Warning
93.7,38.1,8.2,11.66,119.0,38.8,Warning
112.9,52.6,3.1,12.65,136.0,38.2,Warning
86.7,36.2,8.8,13.91,185.0,31.1,Normal
94.7,46.5,2.5,12.74,61.0,28.2,Warning
100.3,39.9,6.7,11.94,144.0,29.7,Warning
97.1,40.5,10.2,12.61,132.0,30.8,Normal
115.8,40.2,6.6,12.66,186.0,29.5,Warning
93.8,58.6,7.7,12.16,58.0,32.0,Normal
86.2,41.1,3.2,12.79,69.0,34.9,Warning
96.8,46.5,10.3,12.61,180.0,37.1,Normal
81.5,39.8,7.3,12.39,9.0,31.8,Normal
97.6,46.1,6.2,12.17,182.0,32.5,Normal
96.4,45.0,11.9,13.08,138.0,31.8,Normal
84.8,38.9,6.6,12.61,122.0,38.4,Warning
87.4,38.5,8.8,12.42,69.0,32.9,Normal
90.5,34.6,6.1,12.23,108.0,36.8,Normal
